,game_id,hand_id,player,received_cards_from,total_score,points_per_hand,percent_points_per_hand,queen_spades,moon_shooter,best_player_of_hand,best_player_of_game,game_winner,hand_position,swing_down,swing_up,no_swing,swings
189,5,2,player_2,player_3,33,20.0,21.98,1,none,player_3,player_1,player_4,4.0,0,0,1,same
190,5,3,player_2,player_4,33,0.0,0.0,0,none,player_2,player_1,player_4,4.0,0,1,0,up
191,5,4,player_2,none,33,0.0,0.0,0,none,player_4,player_1,player_4,3.0,1,0,0,down
192,5,5,player_2,player_1,58,25.0,27.47,1,none,player_1,player_1,player_4,4.0,0,0,1,same
193,5,6,player_2,player_3,73,15.0,16.48,1,none,player_3,player_1,player_4,4.0,0,0,1,same
194,5,7,player_2,player_4,73,0.0,0.0,0,player_2,player_2,player_1,player_4,4.0,0,0,1,same
195,5,8,player_2,none,91,18.0,19.78,1,none,player_4,player_1,player_4,4.0,0,0,1,same
196,6,1,player_1,player_4,0,0.0,0.0,0,none,player_1,player_1,player_2,1.0,0,0,0,start
197,6,2,player_1,player_2,2,2.0,1.98,0,none,player_2,player_1,player_2,1.0,0,0,1,same
198,6,3,player_1,player_3,3,1.0,0.99,0,none,player_3,player_1,player_2,1.0,0,0,1,same
199,6,4,player_1,none,3,0.0,0.0,0,none,player_1,player_1,player_2,1.0,0,0,1,same
200,6,5,player_1,player_4,18,15.0,14.85,1,none,player_4,player_1,player_2,1.0,1,0,0,down
201,6,6,player_1,player_2,27,9.0,8.91,0,none,player_4,player_1,player_2,2.0,0,0,1,same
202,6,7,player_1,player_3,53,26.0,25.74,0,player_3,player_3,player_1,player_2,2.0,1,0,0,down
203,6,8,player_1,none,75,22.0,21.78,1,none,player_2,player_1,player_2,3.0,0,1,0,up
204,6,9,player_1,player_4,76,1.0,0.99,0,none,player_2,player_1,player_2,2.0,0,0,1,same
205,6,10,player_1,player_2,77,1.0,0.99,0,none,player_1,player_1,player_2,2.0,0,0,1,same
206,6,11,player_1,player_3,77,0.0,0.0,0,none,player_1,player_1,player_2,2.0,1,0,0,down
207,6,12,player_1,none,101,24.0,23.76,1,none,player_2,player_1,player_2,4.0,1,0,0,down
208,6,1,player_2,player_1,11,11.0,14.86,0,none,player_1,player_1,player_2,3.0,0,0,0,start
209,6,2,player_2,player_3,11,0.0,0.0,0,none,player_2,player_1,player_2,3.0,0,1,0,up
210,6,3,player_2,player_4,17,6.0,8.11,0,none,player_3,player_1,player_2,2.0,0,0,1,same
211,6,4,player_2,none,18,1.0,1.35,0,none,player_1,player_1,player_2,2.0,0,0,1,same
212,6,5,player_2,player_1,20,2.0,2.7,0,none,player_4,player_1,player_2,2.0,0,1,0,up
213,6,6,player_2,player_3,22,2.0,2.7,0,none,player_4,player_1,player_2,1.0,0,0,1,same
214,6,7,player_2,player_4,48,26.0,35.14,0,player_3,player_3,player_1,player_2,1.0,0,0,1,same
215,6,8,player_2,none,48,0.0,0.0,0,none,player_2,player_1,player_2,1.0,0,0,1,same
216,6,9,player_2,player_1,48,0.0,0.0,0,none,player_2,player_1,player_2,1.0,0,0,1,same
217,6,10,player_2,player_3,50,2.0,2.7,0,none,player_1,player_1,player_2,1.0,0,0,1,same
218,6,11,player_2,player_4,74,24.0,32.43,1,none,player_1,player_1,player_2,1.0,0,0,1,same
219,6,12,player_2,none,74,0.0,0.0,0,none,player_2,player_1,player_2,1.0,0,0,1,same
220,6,1,player_3,player_2,15,15.0,16.67,1,none,player_1,player_1,player_2,4.0,0,0,0,start
221,6,2,player_3,player_4,29,14.0,15.56,1,none,player_2,player_1,player_2,4.0,0,1,0,up
222,6,3,player_3,player_1,29,0.0,0.0,0,none,player_3,player_1,player_2,3.0,1,0,0,down
223,6,4,player_3,none,54,25.0,27.78,1,none,player_1,player_1,player_2,4.0,0,0,1,same
224,6,5,player_3,player_2,63,9.0,10.0,0,none,player_4,player_1,player_2,4.0,0,0,1,same
225,6,6,player_3,player_4,77,14.0,15.56,1,none,player_4,player_1,player_2,4.0,0,0,1,same
226,6,7,player_3,player_1,77,0.0,0.0,0,player_3,player_3,player_1,player_2,4.0,0,0,1,same
